Name,Nation,Team,Position,Age,Matches Played,Starts,Min,Goals,Assists,Yellow Cards,Red Cards,xG,xAG,PrgC,PrgP_x,PrgR_x,Gls90,Ast90,xG90,xAG90,GA90,Save%,CS%,PK Save%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short Cmp%,Med Cmp%,Long Cmp%,KP,1/3_x,PPA,CrsPA,PrgP_y,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att_x,Lost_x,Blocks,Sh,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att_y,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_y,CPA,Mis,Dis,Rec,PrgR_y,Fls,Fld,Off,Crs,Recov,Won,Lost_y,Won%
Omar Marmoush,EGY,Manchester City,"FW,MF",N/a,12.0,11.0,916.0,10.2,6.0,0.0,6.0,4.7,1.7,20.0,26.0,63.0,0.59,0.0,0.46,0.17,N/a,N/a,N/a,N/a,44.4,3.54,1.57,0.17,192.0,78.4,2647.0,149.0,64.0,14.0,-1.7,13.0,8.0,22.0,4.0,33.0,3.24,0.1,0.0,11.0,6.0,14.0,14.0,1.0,13.0,5.0,16.0,389.0,2.0,27.0,114.0,253.0,52.0,389.0,14.0,17.0,48.6,249.0,1535.0,730.0,20.0,14.0,11.0,34.0,13.0,13.0,17.0,9.0,25.0,0.0,29.0,5.0,8.0
Omari Hutchinson,ENG,Ipswich Town,"MF,FW",N/a,27.0,26.0,2223.0,24.7,3.0,2.0,5.0,2.3,2.5,71.0,69.0,131.0,0.12,0.08,0.09,0.1,N/a,N/a,N/a,N/a,44.4,1.46,0.65,0.08,581.0,78.3,9129.0,331.0,292.0,55.0,-0.5,23.0,43.0,20.0,9.0,64.0,2.59,0.24,6.0,30.0,11.0,45.0,24.0,1.0,23.0,10.0,40.0,1061.0,12.0,168.0,450.0,463.0,74.0,1061.0,45.0,54.0,47.4,645.0,4832.0,2288.0,71.0,35.0,30.0,68.0,55.0,28.0,36.0,4.0,56.0,0.0,90.0,6.0,22.0
Orel Mangala,BEL,Everton,MF,N/a,19.0,14.0,1261.0,14.0,1.0,0.0,1.0,1.1,0.6,6.0,34.0,19.0,0.07,0.0,0.08,0.05,N/a,N/a,N/a,N/a,37.5,1.14,0.43,0.06,437.0,89.2,6998.0,242.0,197.0,30.0,-0.6,8.0,50.0,8.0,1.0,24.0,1.72,0.07,0.0,16.0,8.0,8.0,8.0,3.0,5.0,21.0,37.0,621.0,22.0,133.0,335.0,157.0,13.0,621.0,14.0,9.0,37.5,298.0,1574.0,576.0,6.0,6.0,3.0,12.0,12.0,24.0,17.0,2.0,6.0,0.0,49.0,6.0,8.0
Pablo Sarabia,ESP,Wolves,"MF,FW",N/a,20.0,6.0,690.0,7.7,3.0,2.0,5.0,2.9,1.6,12.0,48.0,51.0,0.39,0.26,0.38,0.21,N/a,N/a,N/a,N/a,47.1,2.22,1.04,0.18,247.0,69.4,4248.0,130.0,111.0,66.0,0.4,13.0,33.0,17.0,2.0,25.0,3.26,0.52,3.0,14.0,7.0,14.0,8.0,0.0,8.0,4.0,18.0,444.0,4.0,52.0,215.0,180.0,23.0,444.0,6.0,4.0,33.3,259.0,1178.0,582.0,12.0,13.0,0.0,16.0,11.0,14.0,14.0,5.0,39.0,0.0,29.0,4.0,12.0
Pape Matar Sarr,SEN,Tottenham,MF,N/a,32.0,18.0,1636.0,18.2,3.0,2.0,5.0,3.3,1.5,29.0,79.0,50.0,0.17,0.11,0.18,0.08,N/a,N/a,N/a,N/a,41.9,1.71,0.72,0.1,824.0,87.3,12681.0,474.0,354.0,59.0,0.5,14.0,82.0,10.0,2.0,40.0,2.2,0.33,4.0,42.0,30.0,23.0,23.0,9.0,14.0,24.0,66.0,1134.0,35.0,238.0,635.0,279.0,26.0,1134.0,11.0,12.0,48.0,724.0,4207.0,1760.0,29.0,31.0,5.0,26.0,21.0,28.0,31.0,2.0,14.0,0.0,105.0,24.0,36.0
Patrick Dorgu,DEN,Manchester Utd,DF,N/a,8.0,7.0,585.0,6.5,0.0,0.0,0.0,0.4,0.4,25.0,21.0,53.0,0.0,0.0,0.06,0.07,N/a,N/a,N/a,N/a,22.2,1.38,0.31,0.0,261.0,79.6,3523.0,193.0,101.0,16.0,-0.4,7.0,15.0,6.0,2.0,13.0,2.0,0.15,0.0,23.0,17.0,17.0,8.0,0.0,8.0,4.0,27.0,410.0,13.0,117.0,135.0,160.0,23.0,410.0,3.0,3.0,33.3,231.0,1247.0,793.0,25.0,13.0,4.0,10.0,8.0,13.0,19.0,3.0,28.0,0.0,26.0,11.0,5.0
Patson Daka,ZAM,Leicester City,"FW,MF",N/a,20.0,5.0,647.0,7.2,1.0,0.0,1.0,1.3,0.1,9.0,8.0,33.0,0.14,0.0,0.17,0.01,N/a,N/a,N/a,N/a,26.7,2.09,0.56,0.07,100.0,71.9,1396.0,76.0,43.0,3.0,-0.1,1.0,6.0,1.0,0.0,10.0,1.39,0.14,0.0,17.0,9.0,17.0,7.0,1.0,6.0,1.0,18.0,234.0,8.0,38.0,108.0,92.0,27.0,234.0,2.0,10.0,66.7,132.0,651.0,280.0,9.0,6.0,4.0,18.0,10.0,11.0,16.0,3.0,3.0,0.0,17.0,10.0,27.0
Pau Torres,ESP,Aston Villa,DF,N/a,20.0,20.0,1729.0,19.2,0.0,0.0,0.0,0.5,0.1,33.0,74.0,4.0,0.0,0.0,0.03,0.0,N/a,N/a,N/a,N/a,25.0,0.42,0.1,0.0,1032.0,88.3,17916.0,472.0,547.0,125.0,-0.1,2.0,93.0,7.0,0.0,12.0,0.62,0.1,1.0,20.0,14.0,15.0,14.0,10.0,4.0,9.0,29.0,1293.0,209.0,626.0,595.0,78.0,15.0,1293.0,15.0,2.0,11.8,803.0,5353.0,3503.0,33.0,20.0,0.0,3.0,3.0,6.0,7.0,0.0,1.0,0.0,53.0,16.0,22.0
Paul Onuachu,NGA,Southampton,FW,N/a,23.0,11.0,984.0,10.9,4.0,1.0,5.0,3.3,0.5,7.0,12.0,39.0,0.37,0.09,0.3,0.04,N/a,N/a,N/a,N/a,43.8,2.93,1.28,0.13,151.0,61.4,2135.0,130.0,62.0,19.0,0.5,8.0,13.0,2.0,0.0,9.0,0.82,0.09,1.0,7.0,2.0,7.0,6.0,1.0,5.0,1.0,8.0,410.0,15.0,41.0,220.0,152.0,60.0,410.0,7.0,14.0,56.0,198.0,800.0,237.0,7.0,5.0,2.0,46.0,33.0,26.0,15.0,9.0,0.0,0.0,17.0,88.0,54.0
Pedro Neto,POR,Chelsea,FW,N/a,31.0,20.0,1923.0,21.4,4.0,4.0,8.0,2.8,5.4,110.0,56.0,220.0,0.19,0.19,0.13,0.25,N/a,N/a,N/a,N/a,31.4,2.39,0.75,0.08,618.0,78.5,10072.0,333.0,283.0,115.0,-1.4,42.0,28.0,33.0,21.0,83.0,3.88,0.33,4.0,21.0,9.0,18.0,12.0,2.0,10.0,8.0,29.0,1008.0,11.0,87.0,295.0,642.0,102.0,1008.0,29.0,40.0,44.0,655.0,5423.0,2841.0,110.0,51.0,38.0,39.0,24.0,18.0,29.0,3.0,131.0,0.0,70.0,10.0,26.0
Pedro Porro,ESP,Tottenham,DF,N/a,31.0,26.0,2463.0,27.4,2.0,6.0,8.0,1.5,4.0,63.0,147.0,106.0,0.07,0.22,0.06,0.15,N/a,N/a,N/a,N/a,21.6,1.35,0.29,0.05,1324.0,73.5,23083.0,744.0,646.0,301.0,2.0,54.0,120.0,55.0,26.0,104.0,3.8,0.29,4.0,63.0,46.0,73.0,44.0,17.0,27.0,34.0,97.0,2131.0,124.0,623.0,772.0,749.0,30.0,2131.0,13.0,24.0,61.5,1132.0,5141.0,2677.0,63.0,40.0,5.0,23.0,17.0,24.0,30.0,1.0,191.0,0.0,148.0,11.0,22.0
Pervis Estupiñán,ECU,Brighton,DF,N/a,27.0,23.0,2132.0,23.7,1.0,1.0,2.0,0.9,2.1,55.0,115.0,104.0,0.04,0.04,0.04,0.09,N/a,N/a,N/a,N/a,31.8,0.93,0.3,0.05,1205.0,83.3,18325.0,764.0,476.0,142.0,-1.1,24.0,94.0,31.0,18.0,50.0,2.11,0.17,3.0,54.0,36.0,44.0,16.0,2.0,14.0,30.0,84.0,1702.0,68.0,424.0,843.0,452.0,29.0,1702.0,15.0,13.0,44.8,914.0,4401.0,2355.0,55.0,53.0,9.0,30.0,25.0,33.0,16.0,3.0,111.0,0.0,135.0,41.0,26.0
Phil Foden,ENG,Manchester City,"MF,FW",N/a,25.0,19.0,1686.0,18.7,7.0,2.0,9.0,5.1,4.7,47.0,95.0,119.0,0.37,0.11,0.27,0.25,N/a,N/a,N/a,N/a,30.8,2.78,0.85,0.13,742.0,84.0,11563.0,489.0,251.0,104.0,-2.7,42.0,40.0,35.0,5.0,84.0,4.48,0.48,5.0,12.0,5.0,17.0,12.0,1.0,11.0,9.0,21.0,1074.0,13.0,81.0,374.0,628.0,79.0,1074.0,13.0,21.0,53.8,676.0,3472.0,1674.0,47.0,30.0,15.0,35.0,30.0,5.0,31.0,3.0,73.0,0.0,58.0,3.0,8.0
Philip Billing,DEN,Bournemouth,MF,N/a,10.0,1.0,184.0,2.0,0.0,0.0,0.0,0.6,1.1,3.0,15.0,13.0,0.0,0.0,0.28,0.54,N/a,N/a,N/a,N/a,20.0,2.45,0.49,0.0,70.0,68.6,1023.0,51.0,27.0,15.0,-1.1,9.0,9.0,7.0,2.0,16.0,7.83,0.0,0.0,14.0,5.0,4.0,3.0,0.0,3.0,5.0,19.0,148.0,5.0,20.0,72.0,57.0,12.0,148.0,1.0,0.0,0.0,58.0,254.0,163.0,3.0,1.0,1.0,7.0,4.0,3.0,2.0,0.0,10.0,0.0,14.0,6.0,4.0
Radu Drăgușin,ROU,Tottenham,DF,N/a,16.0,14.0,1252.0,13.9,0.0,0.0,0.0,0.1,0.4,7.0,37.0,2.0,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,20.0,0.36,0.07,0.0,716.0,85.2,13638.0,245.0,470.0,107.0,-0.4,4.0,52.0,2.0,1.0,8.0,0.58,0.07,1.0,10.0,6.0,12.0,22.0,16.0,6.0,15.0,25.0,961.0,148.0,510.0,430.0,30.0,12.0,961.0,0.0,0.0,0.0,623.0,3349.0,1666.0,7.0,3.0,0.0,8.0,2.0,6.0,10.0,0.0,1.0,0.0,48.0,33.0,22.0
Raheem Sterling,ENG,Arsenal,"FW,MF",N/a,15.0,6.0,432.0,4.8,0.0,2.0,2.0,1.3,0.5,25.0,17.0,71.0,0.0,0.42,0.27,0.1,N/a,N/a,N/a,N/a,0.0,2.08,0.0,0.0,138.0,77.1,1762.0,105.0,51.0,3.0,1.5,8.0,4.0,9.0,2.0,18.0,3.75,0.62,3.0,8.0,4.0,8.0,3.0,0.0,3.0,1.0,9.0,241.0,2.0,8.0,51.0,185.0,35.0,241.0,9.0,8.0,34.8,172.0,1258.0,681.0,25.0,9.0,15.0,11.0,14.0,12.0,3.0,4.0,14.0,0.0,13.0,1.0,3.0
Ramón Sosa,PAR,Nott'ham Forest,"FW,MF",N/a,17.0,1.0,264.0,2.9,1.0,0.0,1.0,0.9,0.5,12.0,4.0,15.0,0.34,0.0,0.32,0.17,N/a,N/a,N/a,N/a,50.0,3.41,1.7,0.1,61.0,67.0,955.0,44.0,33.0,7.0,-0.5,8.0,2.0,5.0,3.0,14.0,4.74,0.0,0.0,5.0,3.0,4.0,7.0,0.0,7.0,3.0,8.0,137.0,5.0,32.0,40.0,70.0,13.0,137.0,8.0,3.0,27.3,68.0,574.0,320.0,12.0,7.0,5.0,5.0,5.0,6.0,8.0,3.0,8.0,0.0,20.0,4.0,7.0
Rasmus Højlund,DEN,Manchester Utd,FW,N/a,29.0,20.0,1744.0,19.4,4.0,0.0,4.0,3.8,1.3,26.0,16.0,83.0,0.21,0.0,0.2,0.06,N/a,N/a,N/a,N/a,40.0,1.29,0.52,0.16,224.0,76.7,2426.0,193.0,53.0,5.0,-1.3,14.0,12.0,5.0,1.0,30.0,1.55,0.05,0.0,3.0,1.0,4.0,5.0,0.0,5.0,1.0,4.0,447.0,6.0,31.0,223.0,201.0,58.0,447.0,9.0,18.0,62.1,275.0,1376.0,625.0,26.0,13.0,16.0,57.0,27.0,15.0,26.0,11.0,6.0,0.0,30.0,23.0,82.0
Rayan Aït-Nouri,ALG,Wolves,DF,N/a,33.0,33.0,2775.0,30.8,4.0,7.0,11.0,2.4,4.7,74.0,96.0,156.0,0.13,0.23,0.08,0.15,N/a,N/a,N/a,N/a,25.0,1.04,0.26,0.13,1280.0,83.8,17642.0,846.0,448.0,107.0,2.3,36.0,66.0,27.0,9.0,75.0,2.43,0.39,10.0,81.0,51.0,66.0,40.0,6.0,34.0,22.0,103.0,1898.0,85.0,519.0,810.0,592.0,82.0,1898.0,54.0,44.0,39.3,980.0,5380.0,2762.0,74.0,53.0,23.0,40.0,41.0,28.0,38.0,5.0,83.0,0.0,131.0,20.0,28.0
Raúl Jiménez,MEX,Fulham,FW,N/a,34.0,26.0,2134.0,23.7,10.0,3.0,13.0,11.2,2.9,32.0,55.0,117.0,0.42,0.13,0.47,0.12,N/a,N/a,N/a,N/a,32.5,3.5,1.14,0.08,409.0,71.4,6193.0,292.0,165.0,49.0,0.1,17.0,34.0,10.0,3.0,54.0,2.28,0.25,3.0,28.0,18.0,18.0,19.0,5.0,14.0,9.0,37.0,884.0,30.0,106.0,377.0,414.0,148.0,881.0,18.0,24.0,53.3,496.0,2218.0,982.0,32.0,20.0,17.0,61.0,41.0,35.0,36.0,14.0,20.0,0.0,70.0,72.0,83.0
Reece James,ENG,Chelsea,"DF,MF",N/a,15.0,10.0,835.0,9.3,1.0,0.0,1.0,0.3,0.5,6.0,51.0,9.0,0.11,0.0,0.03,0.06,N/a,N/a,N/a,N/a,37.5,0.86,0.32,0.13,572.0,84.5,10299.0,279.0,280.0,99.0,-0.5,10.0,72.0,5.0,1.0,15.0,1.62,0.11,0.0,9.0,9.0,9.0,12.0,4.0,8.0,12.0,21.0,759.0,32.0,213.0,423.0,128.0,4.0,759.0,6.0,6.0,37.5,397.0,1573.0,728.0,6.0,4.0,0.0,6.0,5.0,6.0,10.0,0.0,38.0,0.0,53.0,21.0,6.0
Reiss Nelson,ENG,Fulham,FW,N/a,11.0,5.0,487.0,5.4,1.0,1.0,2.0,1.1,1.0,45.0,35.0,63.0,0.18,0.18,0.2,0.18,N/a,N/a,N/a,N/a,50.0,2.22,1.11,0.08,232.0,86.6,3429.0,147.0,91.0,19.0,0.0,13.0,7.0,15.0,3.0,31.0,5.73,0.18,1.0,8.0,6.0,13.0,11.0,0.0,11.0,5.0,13.0,347.0,5.0,30.0,110.0,212.0,35.0,347.0,13.0,13.0,37.1,259.0,1956.0,960.0,45.0,25.0,21.0,14.0,8.0,6.0,9.0,1.0,23.0,0.0,29.0,0.0,4.0
Renato Veiga,POR,Chelsea,"DF,MF",N/a,7.0,1.0,181.0,2.0,0.0,0.0,0.0,0.1,0.0,4.0,7.0,3.0,0.0,0.0,0.07,0.0,N/a,N/a,N/a,N/a,33.3,1.49,0.5,0.0,118.0,84.9,2171.0,51.0,61.0,21.0,0.0,0.0,6.0,1.0,0.0,1.0,0.49,0.0,0.0,9.0,6.0,12.0,3.0,1.0,2.0,1.0,10.0,167.0,2.0,61.0,82.0,27.0,3.0,167.0,3.0,2.0,40.0,85.0,417.0,144.0,4.0,5.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,9.0,3.0,3.0
Ricardo Pereira,POR,Leicester City,DF,N/a,8.0,4.0,342.0,3.8,0.0,0.0,0.0,0.1,0.0,3.0,14.0,5.0,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,50.0,0.53,0.26,0.0,178.0,82.4,2899.0,98.0,92.0,14.0,0.0,0.0,18.0,0.0,0.0,3.0,0.79,0.0,0.0,11.0,6.0,12.0,6.0,2.0,4.0,2.0,13.0,255.0,14.0,78.0,141.0,37.0,5.0,255.0,5.0,2.0,25.0,132.0,389.0,147.0,3.0,3.0,2.0,2.0,0.0,4.0,6.0,0.0,3.0,0.0,16.0,4.0,2.0
Riccardo Calafiori,ITA,Arsenal,DF,N/a,17.0,11.0,925.0,10.3,2.0,1.0,3.0,0.9,0.3,21.0,54.0,29.0,0.19,0.1,0.08,0.03,N/a,N/a,N/a,N/a,60.0,0.97,0.58,0.2,449.0,85.4,6549.0,297.0,175.0,28.0,0.7,6.0,40.0,9.0,1.0,13.0,1.26,0.19,2.0,26.0,18.0,29.0,12.0,6.0,6.0,9.0,35.0,628.0,30.0,161.0,249.0,222.0,29.0,628.0,9.0,3.0,23.1,291.0,1572.0,839.0,21.0,12.0,3.0,11.0,5.0,16.0,6.0,3.0,11.0,0.0,30.0,22.0,13.0
Richarlison,BRA,Tottenham,FW,N/a,12.0,3.0,408.0,4.5,4.0,1.0,5.0,3.6,0.9,8.0,10.0,19.0,0.88,0.22,0.78,0.2,N/a,N/a,N/a,N/a,46.7,3.31,1.54,0.27,56.0,65.1,869.0,38.0,29.0,8.0,0.1,4.0,7.0,4.0,2.0,8.0,1.76,0.22,1.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,144.0,8.0,19.0,68.0,58.0,26.0,144.0,1.0,11.0,84.6,72.0,350.0,142.0,8.0,8.0,3.0,7.0,7.0,6.0,9.0,1.0,7.0,0.0,8.0,8.0,17.0
Rico Lewis,ENG,Manchester City,"DF,MF",N/a,26.0,20.0,1810.0,20.1,1.0,2.0,3.0,1.4,0.3,36.0,103.0,68.0,0.05,0.1,0.07,0.02,N/a,N/a,N/a,N/a,20.0,0.5,0.1,0.1,1139.0,92.0,16444.0,715.0,445.0,41.0,1.7,7.0,92.0,13.0,0.0,31.0,1.54,0.15,3.0,29.0,19.0,21.0,27.0,7.0,20.0,13.0,42.0,1399.0,51.0,286.0,702.0,426.0,42.0,1399.0,9.0,11.0,52.4,815.0,4008.0,2032.0,36.0,38.0,8.0,19.0,19.0,10.0,33.0,0.0,3.0,0.0,93.0,5.0,13.0
Robert Sánchez,ESP,Chelsea,GK,N/a,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,76.7,9.0,5.0,N/a,0.0,0.0,N/a,790.0,72.1,18908.0,191.0,434.0,460.0,-0.1,2.0,24.0,1.0,0.0,7.0,0.25,0.07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1163.0,856.0,1152.0,11.0,0.0,0.0,1163.0,0.0,0.0,N/a,777.0,3805.0,2394.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,41.0,8.0,0.0
Robin Olsen,SWE,Aston Villa,GK,N/a,3.0,1.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.6,0.0,0.0,N/a,0.0,0.0,N/a,54.0,71.1,1466.0,10.0,31.0,35.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,83.0,73.0,82.0,1.0,0.0,0.0,83.0,0.0,0.0,N/a,44.0,226.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Rodrigo Bentancur,URU,Tottenham,MF,N/a,23.0,19.0,1518.0,16.9,2.0,0.0,2.0,1.3,0.4,26.0,99.0,34.0,0.12,0.0,0.08,0.03,N/a,N/a,N/a,N/a,22.7,1.3,0.3,0.09,916.0,88.1,14862.0,482.0,439.0,61.0,-0.4,10.0,107.0,12.0,2.0,45.0,2.67,0.18,3.0,38.0,20.0,39.0,24.0,8.0,16.0,36.0,74.0,1252.0,70.0,299.0,747.0,215.0,24.0,1252.0,8.0,8.0,44.4,739.0,3433.0,1446.0,26.0,23.0,5.0,18.0,19.0,31.0,10.0,1.0,4.0,0.0,111.0,35.0,27.0
Rodrigo Gomes,POR,Wolves,"DF,FW",N/a,21.0,6.0,647.0,7.2,2.0,0.0,2.0,0.6,0.9,22.0,24.0,64.0,0.28,0.0,0.08,0.13,N/a,N/a,N/a,N/a,50.0,0.83,0.42,0.33,166.0,66.7,2438.0,123.0,85.0,23.0,-0.9,12.0,10.0,12.0,4.0,21.0,2.93,0.0,0.0,19.0,12.0,17.0,8.0,1.0,7.0,5.0,24.0,337.0,22.0,81.0,115.0,148.0,26.0,337.0,5.0,6.0,42.9,173.0,1217.0,740.0,22.0,16.0,7.0,15.0,7.0,2.0,5.0,0.0,19.0,0.0,24.0,6.0,15.0
Rodrigo Muniz,BRA,Fulham,FW,N/a,31.0,8.0,964.0,10.7,8.0,1.0,9.0,5.8,0.7,6.0,27.0,31.0,0.75,0.09,0.54,0.07,N/a,N/a,N/a,N/a,48.7,3.64,1.77,0.21,92.0,64.8,1540.0,68.0,45.0,13.0,0.3,7.0,13.0,3.0,0.0,17.0,1.59,0.19,1.0,10.0,5.0,4.0,9.0,2.0,7.0,5.0,15.0,311.0,14.0,27.0,161.0,127.0,55.0,311.0,6.0,9.0,50.0,157.0,651.0,187.0,6.0,4.0,3.0,47.0,24.0,11.0,31.0,3.0,1.0,0.0,14.0,67.0,63.0
Roméo Lavia,BEL,Chelsea,MF,N/a,12.0,9.0,607.0,6.7,0.0,1.0,1.0,0.2,0.7,3.0,23.0,6.0,0.0,0.15,0.03,0.11,N/a,N/a,N/a,N/a,0.0,0.15,0.0,0.0,302.0,91.0,5086.0,156.0,149.0,20.0,0.3,7.0,39.0,3.0,0.0,13.0,1.93,0.3,2.0,19.0,11.0,16.0,6.0,0.0,6.0,13.0,32.0,387.0,13.0,91.0,242.0,58.0,1.0,387.0,8.0,5.0,38.5,230.0,1049.0,466.0,3.0,8.0,0.0,1.0,7.0,12.0,3.0,0.0,0.0,0.0,30.0,10.0,2.0
Ross Barkley,ENG,Aston Villa,MF,N/a,17.0,3.0,563.0,6.3,3.0,1.0,4.0,1.7,0.6,14.0,33.0,9.0,0.48,0.16,0.27,0.1,N/a,N/a,N/a,N/a,33.3,2.4,0.8,0.2,322.0,86.1,5027.0,189.0,148.0,19.0,0.4,9.0,29.0,6.0,0.0,17.0,2.72,0.48,3.0,13.0,3.0,13.0,9.0,3.0,6.0,10.0,23.0,438.0,16.0,69.0,260.0,115.0,18.0,438.0,8.0,2.0,20.0,259.0,1400.0,643.0,14.0,13.0,2.0,6.0,8.0,8.0,3.0,0.0,1.0,0.0,40.0,6.0,4.0
Ross Stewart,SCO,Southampton,FW,N/a,8.0,2.0,241.0,2.7,0.0,0.0,0.0,0.2,0.0,1.0,1.0,6.0,0.0,0.0,0.07,0.0,N/a,N/a,N/a,N/a,0.0,1.12,0.0,0.0,47.0,75.8,667.0,29.0,24.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.0,0.0,3.0,2.0,6.0,3.0,0.0,3.0,0.0,3.0,90.0,7.0,21.0,35.0,34.0,5.0,90.0,1.0,1.0,50.0,46.0,193.0,61.0,1.0,0.0,1.0,5.0,7.0,6.0,5.0,1.0,0.0,0.0,2.0,7.0,13.0
Ryan Christie,SCO,Bournemouth,MF,N/a,29.0,27.0,2117.0,23.5,2.0,3.0,5.0,1.8,3.5,34.0,137.0,44.0,0.09,0.13,0.08,0.15,N/a,N/a,N/a,N/a,36.4,1.4,0.51,0.06,837.0,79.3,14882.0,417.0,430.0,168.0,-0.5,41.0,118.0,33.0,5.0,85.0,3.62,0.38,8.0,54.0,33.0,64.0,44.0,11.0,33.0,30.0,84.0,1376.0,74.0,256.0,773.0,372.0,46.0,1376.0,23.0,22.0,45.8,726.0,3802.0,1773.0,34.0,40.0,8.0,44.0,25.0,43.0,31.0,1.0,48.0,0.0,182.0,20.0,28.0
Ryan Fraser,SCO,Southampton,"FW,DF",N/a,8.0,4.0,306.0,3.4,0.0,0.0,0.0,0.0,0.1,10.0,8.0,18.0,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,100.0,0.29,0.29,0.0,77.0,74.8,1121.0,46.0,40.0,10.0,-0.1,2.0,3.0,1.0,0.0,5.0,1.47,0.0,0.0,6.0,2.0,6.0,1.0,1.0,0.0,1.0,7.0,131.0,12.0,45.0,50.0,37.0,3.0,131.0,2.0,1.0,33.3,74.0,492.0,252.0,10.0,5.0,2.0,4.0,2.0,1.0,4.0,1.0,12.0,0.0,10.0,2.0,3.0
Ryan Gravenberch,NED,Liverpool,MF,N/a,34.0,34.0,2921.0,32.5,0.0,4.0,4.0,1.0,2.9,65.0,168.0,54.0,0.0,0.12,0.03,0.09,N/a,N/a,N/a,N/a,27.8,0.55,0.15,0.0,1595.0,88.9,23774.0,944.0,664.0,97.0,1.1,25.0,140.0,32.0,1.0,65.0,2.0,0.18,6.0,65.0,34.0,51.0,34.0,10.0,24.0,57.0,122.0,2176.0,104.0,446.0,1274.0,485.0,23.0,2176.0,36.0,28.0,37.3,1286.0,6750.0,3408.0,65.0,71.0,9.0,48.0,21.0,42.0,46.0,0.0,6.0,0.0,182.0,26.0,14.0
Ryan Manning,IRL,Southampton,"DF,MF",N/a,22.0,17.0,1369.0,15.2,0.0,1.0,1.0,0.3,3.0,13.0,32.0,70.0,0.0,0.07,0.02,0.2,N/a,N/a,N/a,N/a,14.3,0.46,0.07,0.0,572.0,78.1,9545.0,316.0,267.0,109.0,-2.0,30.0,26.0,11.0,8.0,45.0,2.96,0.2,0.0,28.0,17.0,26.0,19.0,11.0,8.0,16.0,44.0,884.0,67.0,237.0,360.0,296.0,21.0,884.0,11.0,14.0,42.4,446.0,1836.0,887.0,13.0,13.0,4.0,17.0,5.0,19.0,30.0,0.0,77.0,0.0,62.0,13.0,5.0
Ryan Sessegnon,ENG,Fulham,"FW,DF",N/a,12.0,5.0,414.0,4.6,4.0,2.0,6.0,1.6,0.9,12.0,14.0,47.0,0.87,0.43,0.34,0.19,N/a,N/a,N/a,N/a,53.8,2.83,1.52,0.31,108.0,74.5,1543.0,84.0,41.0,9.0,1.1,9.0,7.0,3.0,1.0,15.0,3.25,0.65,3.0,19.0,10.0,13.0,9.0,0.0,9.0,2.0,21.0,230.0,10.0,51.0,79.0,105.0,35.0,230.0,5.0,7.0,50.0,116.0,740.0,392.0,12.0,8.0,8.0,13.0,6.0,14.0,4.0,1.0,13.0,0.0,20.0,7.0,9.0
Ryan Yates,ENG,Nott'ham Forest,MF,N/a,30.0,17.0,1775.0,19.7,2.0,1.0,3.0,2.3,1.1,17.0,45.0,12.0,0.1,0.05,0.11,0.06,N/a,N/a,N/a,N/a,29.0,1.57,0.46,0.06,559.0,82.1,8140.0,338.0,232.0,47.0,-0.1,17.0,44.0,4.0,0.0,35.0,1.77,0.15,2.0,40.0,21.0,36.0,34.0,8.0,26.0,25.0,65.0,948.0,74.0,253.0,463.0,242.0,38.0,948.0,9.0,5.0,27.8,380.0,1856.0,850.0,17.0,18.0,1.0,23.0,18.0,49.0,46.0,6.0,3.0,0.0,89.0,43.0,30.0
Rúben Dias,POR,Manchester City,DF,N/a,23.0,21.0,1911.0,21.2,0.0,0.0,0.0,1.4,0.3,34.0,120.0,6.0,0.0,0.0,0.07,0.01,N/a,N/a,N/a,N/a,29.4,0.8,0.24,0.0,1852.0,93.3,31998.0,806.0,990.0,146.0,-0.3,5.0,178.0,5.0,0.0,22.0,1.04,0.05,1.0,15.0,9.0,9.0,17.0,14.0,3.0,18.0,33.0,2133.0,188.0,711.0,1175.0,251.0,22.0,2133.0,2.0,1.0,33.3,1524.0,8574.0,5097.0,34.0,53.0,1.0,6.0,1.0,11.0,8.0,0.0,3.0,1.0,65.0,30.0,29.0
